scenario_id,hour,wind_mw,da_price,si
2_15_2,4,341.105,35.0,0
2_15_2,5,332.903,35.9,1
2_15_2,6,348.497,36.79,0
2_15_2,7,373.682,36.8,1
2_15_2,8,386.351,36.22,0
2_15_2,9,394.105,36.01,1
2_15_2,10,394.204,35.31,1
2_15_2,11,387.072,34.93,1
2_15_2,12,376.315,34.68,1
2_15_2,13,368.369,34.24,0
2_15_2,14,362.405,34.22,1
2_15_2,15,355.859,35.6,0
2_15_2,16,331.116,36.92,0
2_15_2,17,307.669,38.38,0
2_15_2,18,293.405,37.53,1
2_15_2,19,288.893,37.46,1
2_15_2,20,284.227,37.95,0
2_15_2,21,294.77,37.29,1
2_15_2,22,300.619,35.35,0
2_15_2,23,280.583,33.47,0
2_15_3,0,358.934,36.81,0
2_15_3,1,348.494,35.61,0
2_15_3,2,346.255,34.36,0
2_15_3,3,333.198,34.03,1
2_15_3,4,341.105,35.0,1
2_15_3,5,332.903,35.9,0
2_15_3,6,348.497,36.79,0
2_15_3,7,373.682,36.8,0
2_15_3,8,386.351,36.22,1
2_15_3,9,394.105,36.01,0
2_15_3,10,394.204,35.31,1
2_15_3,11,387.072,34.93,1
2_15_3,12,376.315,34.68,1
2_15_3,13,368.369,34.24,1
2_15_3,14,362.405,34.22,0
2_15_3,15,355.859,35.6,1
2_15_3,16,331.116,36.92,1
2_15_3,17,307.669,38.38,1
2_15_3,18,293.405,37.53,0
2_15_3,19,288.893,37.46,0
2_15_3,20,284.227,37.95,0
2_15_3,21,294.77,37.29,1
2_15_3,22,300.619,35.35,1
2_15_3,23,280.583,33.47,1
2_16_0,0,358.934,26.7,0
2_16_0,1,348.494,27.0,0
2_16_0,2,346.255,27.26,0
2_16_0,3,333.198,27.9,0
2_16_0,4,341.105,28.81,0
2_16_0,5,332.903,40.52,1
2_16_0,6,348.497,41.95,1
2_16_0,7,373.682,41.77,0
2_16_0,8,386.351,36.49,0
2_16_0,9,394.105,32.54,0
2_16_0,10,394.204,31.28,0
2_16_0,11,387.072,30.04,0
2_16_0,12,376.315,28.72,1
2_16_0,13,368.369,28.71,0
2_16_0,14,362.405,30.88,1
2_16_0,15,355.859,34.6,1
2_16_0,16,331.116,42.96,0
2_16_0,17,307.669,50.85,1
2_16_0,18,293.405,47.99,1
2_16_0,19,288.893,44.05,0
2_16_0,20,284.227,40.95,0
2_16_0,21,294.77,28.34,1
2_16_0,22,300.619,27.46,1
2_16_0,23,280.583,24.31,1
2_16_1,0,358.934,26.7,1
2_16_1,1,348.494,27.0,1
2_16_1,2,346.255,27.26,1
2_16_1,3,333.198,27.9,1
2_16_1,4,341.105,28.81,1
2_16_1,5,332.903,40.52,1
2_16_1,6,348.497,41.95,0
2_16_1,7,373.682,41.77,1
2_16_1,8,386.351,36.49,1
2_16_1,9,394.105,32.54,0
2_16_1,10,394.204,31.28,1
2_16_1,11,387.072,30.04,0
2_16_1,12,376.315,28.72,1
2_16_1,13,368.369,28.71,1
2_16_1,14,362.405,30.88,1
2_16_1,15,355.859,34.6,0
2_16_1,16,331.116,42.96,1
2_16_1,17,307.669,50.85,1
2_16_1,18,293.405,47.99,0
2_16_1,19,288.893,44.05,0
2_16_1,20,284.227,40.95,1
2_16_1,21,294.77,28.34,0
2_16_1,22,300.619,27.46,0
2_16_1,23,280.583,24.31,1
2_16_2,0,358.934,26.7,0
2_16_2,1,348.494,27.0,1
2_16_2,2,346.255,27.26,0
2_16_2,3,333.198,27.9,1
2_16_2,4,341.105,28.81,0
2_16_2,5,332.903,40.52,1
2_16_2,6,348.497,41.95,0
2_16_2,7,373.682,41.77,1
2_16_2,8,386.351,36.49,0
2_16_2,9,394.105,32.54,1
2_16_2,10,394.204,31.28,1
2_16_2,11,387.072,30.04,1
2_16_2,12,376.315,28.72,1
2_16_2,13,368.369,28.71,0
2_16_2,14,362.405,30.88,1
2_16_2,15,355.859,34.6,0
2_16_2,16,331.116,42.96,0
2_16_2,17,307.669,50.85,0
2_16_2,18,293.405,47.99,1
2_16_2,19,288.893,44.05,1
2_16_2,20,284.227,40.95,0
2_16_2,21,294.77,28.34,1
2_16_2,22,300.619,27.46,0
2_16_2,23,280.583,24.31,0
2_16_3,0,358.934,26.7,0
2_16_3,1,348.494,27.0,0
2_16_3,2,346.255,27.26,0
2_16_3,3,333.198,27.9,1
2_16_3,4,341.105,28.81,1
2_16_3,5,332.903,40.52,0
2_16_3,6,348.497,41.95,0
2_16_3,7,373.682,41.77,0
2_16_3,8,386.351,36.49,1
2_16_3,9,394.105,32.54,0
2_16_3,10,394.204,31.28,1
2_16_3,11,387.072,30.04,1
2_16_3,12,376.315,28.72,1
2_16_3,13,368.369,28.71,1
2_16_3,14,362.405,30.88,0
2_16_3,15,355.859,34.6,1
2_16_3,16,331.116,42.96,1
2_16_3,17,307.669,50.85,1
2_16_3,18,293.405,47.99,0
2_16_3,19,288.893,44.05,0
2_16_3,20,284.227,40.95,0
2_16_3,21,294.77,28.34,1
2_16_3,22,300.619,27.46,1
2_16_3,23,280.583,24.31,1
2_17_0,0,358.934,28.43,0
2_17_0,1,348.494,28.27,0
2_17_0,2,346.255,29.68,0
2_17_0,3,333.198,32.64,0
2_17_0,4,341.105,36.64,0
2_17_0,5,332.903,49.42,1
2_17_0,6,348.497,45.84,1
2_17_0,7,373.682,37.77,0
2_17_0,8,386.351,36.54,0
2_17_0,9,394.105,35.92,0
2_17_0,10,394.204,35.34,0
2_17_0,11,387.072,35.16,0
2_17_0,12,376.315,35.01,1
2_17_0,13,368.369,34.91,0
2_17_0,14,362.405,34.98,1
2_17_0,15,355.859,38.53,1
2_17_0,16,331.116,49.26,0
2_17_0,17,307.669,65.18,1
2_17_0,18,293.405,67.93,1
2_17_0,19,288.893,52.74,0
2_17_0,20,284.227,39.97,0
2_17_0,21,294.77,35.95,1
2_17_0,22,300.619,33.01,1
2_17_0,23,280.583,31.45,1
2_17_1,0,358.934,28.43,1
2_17_1,1,348.494,28.27,1
2_17_1,2,346.255,29.68,1
2_17_1,3,333.198,32.64,1
2_17_1,4,341.105,36.64,1
2_17_1,5,332.903,49.42,1
2_17_1,6,348.497,45.84,0
2_17_1,7,373.682,37.77,1
2_17_1,8,386.351,36.54,1
2_17_1,9,394.105,35.92,0
2_17_1,10,394.204,35.34,1
2_17_1,11,387.072,35.16,0
2_17_1,12,376.315,35.01,1
2_17_1,13,368.369,34.91,1
2_17_1,14,362.405,34.98,1
2_17_1,15,355.859,38.53,0
2_17_1,16,331.116,49.26,1
2_17_1,17,307.669,65.18,1
2_17_1,18,293.405,67.93,0
2_17_1,19,288.893,52.74,0
2_17_1,20,284.227,39.97,1
2_17_1,21,294.77,35.95,0
2_17_1,22,300.619,33.01,0
2_17_1,23,280.583,31.45,1
2_17_2,0,358.934,28.43,0
2_17_2,1,348.494,28.27,1
2_17_2,2,346.255,29.68,0
2_17_2,3,333.198,32.64,1
2_17_2,4,341.105,36.64,0
2_17_2,5,332.903,49.42,1
2_17_2,6,348.497,45.84,0
2_17_2,7,373.682,37.77,1
2_17_2,8,386.351,36.54,0
2_17_2,9,394.105,35.92,1
2_17_2,10,394.204,35.34,1
2_17_2,11,387.072,35.16,1
2_17_2,12,376.315,35.01,1
2_17_2,13,368.369,34.91,0
2_17_2,14,362.405,34.98,1
2_17_2,15,355.859,38.53,0
2_17_2,16,331.116,49.26,0
2_17_2,17,307.669,65.18,0
2_17_2,18,293.405,67.93,1
2_17_2,19,288.893,52.74,1
2_17_2,20,284.227,39.97,0
2_17_2,21,294.77,35.95,1
2_17_2,22,300.619,33.01,0
2_17_2,23,280.583,31.45,0
2_17_3,0,358.934,28.43,0
2_17_3,1,348.494,28.27,0
2_17_3,2,346.255,29.68,0
2_17_3,3,333.198,32.64,1
2_17_3,4,341.105,36.64,1
2_17_3,5,332.903,49.42,0
2_17_3,6,348.497,45.84,0
2_17_3,7,373.682,37.77,0
2_17_3,8,386.351,36.54,1
2_17_3,9,394.105,35.92,0
2_17_3,10,394.204,35.34,1
2_17_3,11,387.072,35.16,1
2_17_3,12,376.315,35.01,1
2_17_3,13,368.369,34.91,1
2_17_3,14,362.405,34.98,0
2_17_3,15,355.859,38.53,1
2_17_3,16,331.116,49.26,1
2_17_3,17,307.669,65.18,1
2_17_3,18,293.405,67.93,0
2_17_3,19,288.893,52.74,0
2_17_3,20,284.227,39.97,0
2_17_3,21,294.77,35.95,1
2_17_3,22,300.619,33.01,1
2_17_3,23,280.583,31.45,1
2_18_0,0,358.934,36.3,0
2_18_0,1,348.494,36.02,0
2_18_0,2,346.255,35.4,0
2_18_0,3,333.198,36.75,0
2_18_0,4,341.105,40.65,0
2_18_0,5,332.903,50.0,1
2_18_0,6,348.497,60.42,1
2_18_0,7,373.682,58.37,0
2_18_0,8,386.351,58.42,0
2_18_0,9,394.105,57.3,0
2_18_0,10,394.204,58.26,0
2_18_0,11,387.072,58.77,0
2_18_0,12,376.315,58.6,1
2_18_0,13,368.369,57.05,0
2_18_0,14,362.405,59.23,1
2_18_0,15,355.859,58.4,1
2_18_0,16,331.116,63.45,0
2_18_0,17,307.669,59.36,1
2_18_0,18,293.405,58.07,1
2_18_0,19,288.893,53.93,0
2_18_0,20,284.227,50.17,0
2_18_0,21,294.77,46.36,1
2_18_0,22,300.619,41.58,1
2_18_0,23,280.583,39.07,1
2_18_1,0,358.934,36.3,1
2_18_1,1,348.494,36.02,1
2_18_1,2,346.255,35.4,1
2_18_1,3,333.198,36.75,1
2_18_1,4,341.105,40.65,1
2_18_1,5,332.903,50.0,1
2_18_1,6,348.497,60.42,0
2_18_1,7,373.682,58.37,1
2_18_1,8,386.351,58.42,1
2_18_1,9,394.105,57.3,0
2_18_1,10,394.204,58.26,1
2_18_1,11,387.072,58.77,0
2_18_1,12,376.315,58.6,1
2_18_1,13,368.369,57.05,1
2_18_1,14,362.405,59.23,1
2_18_1,15,355.859,58.4,0
2_18_1,16,331.116,63.45,1
2_18_1,17,307.669,59.36,1
2_18_1,18,293.405,58.07,0
2_18_1,19,288.893,53.93,0
2_18_1,20,284.227,50.17,1
2_18_1,21,294.77,46.36,0
2_18_1,22,300.619,41.58,0
2_18_1,23,280.583,39.07,1
2_18_2,0,358.934,36.3,0
2_18_2,1,348.494,36.02,1
2_18_2,2,346.255,35.4,0
2_18_2,3,333.198,36.75,1
2_18_2,4,341.105,40.65,0
2_18_2,5,332.903,50.0,1
2_18_2,6,348.497,60.42,0
2_18_2,7,373.682,58.37,1
2_18_2,8,386.351,58.42,0
2_18_2,9,394.105,57.3,1
2_18_2,10,394.204,58.26,1
2_18_2,11,387.072,58.77,1
2_18_2,12,376.315,58.6,1
2_18_2,13,368.369,57.05,0
2_18_2,14,362.405,59.23,1
2_18_2,15,355.859,58.4,0
2_18_2,16,331.116,63.45,0
2_18_2,17,307.669,59.36,0
2_18_2,18,293.405,58.07,1
2_18_2,19,288.893,53.93,1
2_18_2,20,284.227,50.17,0
2_18_2,21,294.77,46.36,1
2_18_2,22,300.619,41.58,0
2_18_2,23,280.583,39.07,0
2_18_3,0,358.934,36.3,0
2_18_3,1,348.494,36.02,0
2_18_3,2,346.255,35.4,0
2_18_3,3,333.198,36.75,1
2_18_3,4,341.105,40.65,1
2_18_3,5,332.903,50.0,0
2_18_3,6,348.497,60.42,0
2_18_3,7,373.682,58.37,0
2_18_3,8,386.351,58.42,1
2_18_3,9,394.105,57.3,0
2_18_3,10,394.204,58.26,1
2_18_3,11,387.072,58.77,1
2_18_3,12,376.315,58.6,1
2_18_3,13,368.369,57.05,1
2_18_3,14,362.405,59.23,0
2_18_3,15,355.859,58.4,1
2_18_3,16,331.116,63.45,1
2_18_3,17,307.669,59.36,1
2_18_3,18,293.405,58.07,0
2_18_3,19,288.893,53.93,0
2_18_3,20,284.227,50.17,0
2_18_3,21,294.77,46.36,1
2_18_3,22,300.619,41.58,1
2_18_3,23,280.583,39.07,1
2_19_0,0,358.934,43.41,0
2_19_0,1,348.494,43.09,0
2_19_0,2,346.255,43.32,0
2_19_0,3,333.198,43.3,0
2_19_0,4,341.105,43.88,0
2_19_0,5,332.903,44.99,1
2_19_0,6,348.497,46.14,1
2_19_0,7,373.682,45.9,0
2_19_0,8,386.351,44.65,0
2_19_0,9,394.105,44.04,0
2_19_0,10,394.204,43.82,0
2_19_0,11,387.072,43.45,0
2_19_0,12,376.315,43.18,1
2_19_0,13,368.369,42.96,0
2_19_0,14,362.405,43.02,1
2_19_0,15,355.859,43.46,1
2_19_0,16,331.116,44.13,0
2_19_0,17,307.669,44.99,1
2_19_0,18,293.405,45.27,1
2_19_0,19,288.893,44.11,0
2_19_0,20,284.227,42.96,0
2_19_0,21,294.77,41.47,1
2_19_0,22,300.619,40.25,1
2_19_0,23,280.583,38.07,1
2_19_1,0,358.934,43.41,1
2_19_1,1,348.494,43.09,1
2_19_1,2,346.255,43.32,1
2_19_1,3,333.198,43.3,1
2_19_1,4,341.105,43.88,1
2_19_1,5,332.903,44.99,1
2_19_1,6,348.497,46.14,0
2_19_1,7,373.682,45.9,1
2_19_1,8,386.351,44.65,1
2_19_1,9,394.105,44.04,0
2_19_1,10,394.204,43.82,1
2_19_1,11,387.072,43.45,0
2_19_1,12,376.315,43.18,1
2_19_1,13,368.369,42.96,1
2_19_1,14,362.405,43.02,1
2_19_1,15,355.859,43.46,0
2_19_1,16,331.116,44.13,1
2_19_1,17,307.669,44.99,1
2_19_1,18,293.405,45.27,0
2_19_1,19,288.893,44.11,0
2_19_1,20,284.227,42.96,1
2_19_1,21,294.77,41.47,0
2_19_1,22,300.619,40.25,0
2_19_1,23,280.583,38.07,1
2_19_2,0,358.934,43.41,0
2_19_2,1,348.494,43.09,1
2_19_2,2,346.255,43.32,0
2_19_2,3,333.198,43.3,1
2_19_2,4,341.105,43.88,0
2_19_2,5,332.903,44.99,1
2_19_2,6,348.497,46.14,0
2_19_2,7,373.682,45.9,1
2_19_2,8,386.351,44.65,0
2_19_2,9,394.105,44.04,1
2_19_2,10,394.204,43.82,1
2_19_2,11,387.072,43.45,1
2_19_2,12,376.315,43.18,1
2_19_2,13,368.369,42.96,0
2_19_2,14,362.405,43.02,1
2_19_2,15,355.859,43.46,0
2_19_2,16,331.116,44.13,0
2_19_2,17,307.669,44.99,0
2_19_2,18,293.405,45.27,1
2_19_2,19,288.893,44.11,1
2_19_2,20,284.227,42.96,0
2_19_2,21,294.77,41.47,1
2_19_2,22,300.619,40.25,0
2_19_2,23,280.583,38.07,0
2_19_3,0,358.934,43.41,0
2_19_3,1,348.494,43.09,0
2_19_3,2,346.255,43.32,0
2_19_3,3,333.198,43.3,1
2_19_3,4,341.105,43.88,1
2_19_3,5,332.903,44.99,0
2_19_3,6,348.497,46.14,0
2_19_3,7,373.682,45.9,0
2_19_3,8,386.351,44.65,1
2_19_3,9,394.105,44.04,0
2_19_3,10,394.204,43.82,1
2_19_3,11,387.072,43.45,1
2_19_3,12,376.315,43.18,1
2_19_3,13,368.369,42.96,1
2_19_3,14,362.405,43.02,0
2_19_3,15,355.859,43.46,1
2_19_3,16,331.116,44.13,1
2_19_3,17,307.669,44.99,1
2_19_3,18,293.405,45.27,0
2_19_3,19,288.893,44.11,0
2_19_3,20,284.227,42.96,0
2_19_3,21,294.77,41.47,1
2_19_3,22,300.619,40.25,1
2_19_3,23,280.583,38.07,1
3_0_0,0,274.863,27.32,0
3_0_0,1,283.112,27.08,0
3_0_0,2,294.767,27.09,0
3_0_0,3,300.587,28.61,0
3_0_0,4,302.079,40.25,0
3_0_0,5,291.498,52.94,1
3_0_0,6,281.774,59.61,1
3_0_0,7,292.128,49.04,0
3_0_0,8,283.283,42.91,0
3_0_0,9,269.547,41.01,0
3_0_0,10,273.517,34.9,0
3_0_0,11,278.761,33.02,0
3_0_0,12,299.568,33.28,1
3_0_0,13,299.153,34.06,0
3_0_0,14,279.76,36.34,1
3_0_0,15,290.182,49.02,1
3_0_0,16,284.228,58.28,0
3_0_0,17,268.94,64.69,1
3_0_0,18,250.362,58.94,1
3_0_0,19,228.329,50.45,0
3_0_0,20,212.929,43.54,0
3_0_0,21,189.444,37.94,1
3_0_0,22,126.361,28.13,1
3_0_0,23,63.298,29.14,1
3_0_1,0,274.863,27.32,1
3_0_1,1,283.112,27.08,1
3_0_1,2,294.767,27.09,1
3_0_1,3,300.587,28.61,1
3_0_1,4,302.079,40.25,1
3_0_1,5,291.498,52.94,1
3_0_1,6,281.774,59.61,0
3_0_1,7,292.128,49.04,1
3_0_1,8,283.283,42.91,1
3_0_1,9,269.547,41.01,0
3_0_1,10,273.517,34.9,1
3_0_1,11,278.761,33.02,0
3_0_1,12,299.568,33.28,1
3_0_1,13,299.153,34.06,1
3_0_1,14,279.76,36.34,1
3_0_1,15,290.182,49.02,0
3_0_1,16,284.228,58.28,1
3_0_1,17,268.94,64.69,1
3_0_1,18,250.362,58.94,0
3_0_1,19,228.329,50.45,0
3_0_1,20,212.929,43.54,1
3_0_1,21,189.444,37.94,0
3_0_1,22,126.361,28.13,0
3_0_1,23,63.298,29.14,1
3_0_2,0,274.863,27.32,0
3_0_2,1,283.112,27.08,1
3_0_2,2,294.767,27.09,0
3_0_2,3,300.587,28.61,1
3_0_2,4,302.079,40.25,0
3_0_2,5,291.498,52.94,1
3_0_2,6,281.774,59.61,0
3_0_2,7,292.128,49.04,1
3_0_2,8,283.283,42.91,0
3_0_2,9,269.547,41.01,1
3_0_2,10,273.517,34.9,1
3_0_2,11,278.761,33.02,1
3_0_2,12,299.568,33.28,1
3_0_2,13,299.153,34.06,0
3_0_2,14,279.76,36.34,1
3_0_2,15,290.182,49.02,0
3_0_2,16,284.228,58.28,0
3_0_2,17,268.94,64.69,0
3_0_2,18,250.362,58.94,1
3_0_2,19,228.329,50.45,1
3_0_2,20,212.929,43.54,0
3_0_2,21,189.444,37.94,1
3_0_2,22,126.361,28.13,0
3_0_2,23,63.298,29.14,0
3_0_3,0,274.863,27.32,0
3_0_3,1,283.112,27.08,0
3_0_3,2,294.767,27.09,0
3_0_3,3,300.587,28.61,1
3_0_3,4,302.079,40.25,1
3_0_3,5,291.498,52.94,0
3_0_3,6,281.774,59.61,0
3_0_3,7,292.128,49.04,0
3_0_3,8,283.283,42.91,1
3_0_3,9,269.547,41.01,0
3_0_3,10,273.517,34.9,1
3_0_3,11,278.761,33.02,1
3_0_3,12,299.568,33.28,1
3_0_3,13,299.153,34.06,1
3_0_3,14,279.76,36.34,0
3_0_3,15,290.182,49.02,1
3_0_3,16,284.228,58.28,1
3_0_3,17,268.94,64.69,1
3_0_3,18,250.362,58.94,0
3_0_3,19,228.329,50.45,0
3_0_3,20,212.929,43.54,0
3_0_3,21,189.444,37.94,1
3_0_3,22,126.361,28.13,1
3_0_3,23,63.298,29.14,1
3_1_0,0,274.863,47.55,0
3_1_0,1,283.112,47.1,0
3_1_0,2,294.767,46.74,0
3_1_0,3,300.587,47.12,0
3_1_0,4,302.079,47.39,0
3_1_0,5,291.498,47.93,1
3_1_0,6,281.774,48.34,1
3_1_0,7,292.128,48.89,0
3_1_0,8,283.283,49.86,0
3_1_0,9,269.547,50.54,0
3_1_0,10,273.517,51.11,0
3_1_0,11,278.761,50.73,0
3_1_0,12,299.568,50.43,1
3_1_0,13,299.153,50.28,0
3_1_0,14,279.76,50.58,1
3_1_0,15,290.182,51.61,1
3_1_0,16,284.228,53.43,0
3_1_0,17,268.94,58.05,1
3_1_0,18,250.362,57.94,1
3_1_0,19,228.329,54.69,0
3_1_0,20,212.929,51.94,0
3_1_0,21,189.444,51.04,1
3_1_0,22,126.361,49.46,1
3_1_0,23,63.298,50.18,1
3_1_1,0,274.863,47.55,1
3_1_1,1,283.112,47.1,1
3_1_1,2,294.767,46.74,1
3_1_1,3,300.587,47.12,1
3_1_1,4,302.079,47.39,1
3_1_1,5,291.498,47.93,1
3_1_1,6,281.774,48.34,0
3_1_1,7,292.128,48.89,1
3_1_1,8,283.283,49.86,1
3_1_1,9,269.547,50.54,0
3_1_1,10,273.517,51.11,1
3_1_1,11,278.761,50.73,0
3_1_1,12,299.568,50.43,1
3_1_1,13,299.153,50.28,1
3_1_1,14,279.76,50.58,1
3_1_1,15,290.182,51.61,0
3_1_1,16,284.228,53.43,1
3_1_1,17,268.94,58.05,1
3_1_1,18,250.362,57.94,0
3_1_1,19,228.329,54.69,0
3_1_1,20,212.929,51.94,1
3_1_1,21,189.444,51.04,0
3_1_1,22,126.361,49.46,0
3_1_1,23,63.298,50.18,1
3_1_2,0,274.863,47.55,0
3_1_2,1,283.112,47.1,1
3_1_2,2,294.767,46.74,0
3_1_2,3,300.587,47.12,1
3_1_2,4,302.079,47.39,0
3_1_2,5,291.498,47.93,1
3_1_2,6,281.774,48.34,0
3_1_2,7,292.128,48.89,1
3_1_2,8,283.283,49.86,0
3_1_2,9,269.547,50.54,1
3_1_2,10,273.517,51.11,1
3_1_2,11,278.761,50.73,1
3_1_2,12,299.568,50.43,1
3_1_2,13,299.153,50.28,0
3_1_2,14,279.76,50.58,1
3_1_2,15,290.182,51.61,0
3_1_2,16,284.228,53.43,0
3_1_2,17,268.94,58.05,0
3_1_2,18,250.362,57.94,1
3_1_2,19,228.329,54.69,1
3_1_2,20,212.929,51.94,0
3_1_2,21,189.444,51.04,1
3_1_2,22,126.361,49.46,0
3_1_2,23,63.298,50.18,0
3_1_3,0,274.863,47.55,0
3_1_3,1,283.112,47.1,0
3_1_3,2,294.767,46.74,0
3_1_3,3,300.587,47.12,1
3_1_3,4,302.079,47.39,1
3_1_3,5,291.498,47.93,0
3_1_3,6,281.774,48.34,0
3_1_3,7,292.128,48.89,0
3_1_3,8,283.283,49.86,1
3_1_3,9,269.547,50.54,0
3_1_3,10,273.517,51.11,1
3_1_3,11,278.761,50.73,1
3_1_3,12,299.568,50.43,1
3_1_3,13,299.153,50.28,1
3_1_3,14,279.76,50.58,0
3_1_3,15,290.182,51.61,1
3_1_3,16,284.228,53.43,1
3_1_3,17,268.94,58.05,1
3_1_3,18,250.362,57.94,0
3_1_3,19,228.329,54.69,0
3_1_3,20,212.929,51.94,0
3_1_3,21,189.444,51.04,1
3_1_3,22,126.361,49.46,1
3_1_3,23,63.298,50.18,1
3_2_0,0,274.863,49.01,0
3_2_0,1,283.112,48.91,0
3_2_0,2,294.767,49.06,0
3_2_0,3,300.587,49.12,0
3_2_0,4,302.079,51.06,0
3_2_0,5,291.498,52.82,1
3_2_0,6,281.774,56.67,1
3_2_0,7,292.128,59.41,0
3_2_0,8,283.283,56.37,0
3_2_0,9,269.547,55.56,0
3_2_0,10,273.517,54.92,0
3_2_0,11,278.761,54.15,0
3_2_0,12,299.568,53.16,1
3_2_0,13,299.153,53.55,0
3_2_0,14,279.76,53.72,1
3_2_0,15,290.182,54.83,1
3_2_0,16,284.228,54.01,0
3_2_0,17,268.94,52.67,1
3_2_0,18,250.362,52.16,1
3_2_0,19,228.329,51.35,0
3_2_0,20,212.929,50.09,0
3_2_0,21,189.444,46.4,1
3_2_0,22,126.361,43.21,1
3_2_0,23,63.298,31.44,1
3_2_1,0,274.863,49.01,1
3_2_1,1,283.112,48.91,1
3_2_1,2,294.767,49.06,1
3_2_1,3,300.587,49.12,1
3_2_1,4,302.079,51.06,1
3_2_1,5,291.498,52.82,1
3_2_1,6,281.774,56.67,0
3_2_1,7,292.128,59.41,1
3_2_1,8,283.283,56.37,1
3_2_1,9,269.547,55.56,0
3_2_1,10,273.517,54.92,1
3_2_1,11,278.761,54.15,0
3_2_1,12,299.568,53.16,1
3_2_1,13,299.153,53.55,1
3_2_1,14,279.76,53.72,1
3_2_1,15,290.182,54.83,0
3_2_1,16,284.228,54.01,1
3_2_1,17,268.94,52.67,1
3_2_1,18,250.362,52.16,0
3_2_1,19,228.329,51.35,0
3_2_1,20,212.929,50.09,1
3_2_1,21,189.444,46.4,0
3_2_1,22,126.361,43.21,0
3_2_1,23,63.298,31.44,1
3_2_2,0,274.863,49.01,0
3_2_2,1,283.112,48.91,1
3_2_2,2,294.767,49.06,0
3_2_2,3,300.587,49.12,1
3_2_2,4,302.079,51.06,0
3_2_2,5,291.498,52.82,1
3_2_2,6,281.774,56.67,0
3_2_2,7,292.128,59.41,1
3_2_2,8,283.283,56.37,0
3_2_2,9,269.547,55.56,1
3_2_2,10,273.517,54.92,1
3_2_2,11,278.761,54.15,1
3_2_2,12,299.568,53.16,1
3_2_2,13,299.153,53.55,0
3_2_2,14,279.76,53.72,1
3_2_2,15,290.182,54.83,0
3_2_2,16,284.228,54.01,0
3_2_2,17,268.94,52.67,0
3_2_2,18,250.362,52.16,1
3_2_2,19,228.329,51.35,1
3_2_2,20,212.929,50.09,0
3_2_2,21,189.444,46.4,1
3_2_2,22,126.361,43.21,0
3_2_2,23,63.298,31.44,0
3_2_3,0,274.863,49.01,0
3_2_3,1,283.112,48.91,0
3_2_3,2,294.767,49.06,0
3_2_3,3,300.587,49.12,1
3_2_3,4,302.079,51.06,1
3_2_3,5,291.498,52.82,0
3_2_3,6,281.774,56.67,0
3_2_3,7,292.128,59.41,0
3_2_3,8,283.283,56.37,1
3_2_3,9,269.547,55.56,0
3_2_3,10,273.517,54.92,1
3_2_3,11,278.761,54.15,1
3_2_3,12,299.568,53.16,1
3_2_3,13,299.153,53.55,1
3_2_3,14,279.76,53.72,0
3_2_3,15,290.182,54.83,1
3_2_3,16,284.228,54.01,1
3_2_3,17,268.94,52.67,1
3_2_3,18,250.362,52.16,0
3_2_3,19,228.329,51.35,0
3_2_3,20,212.929,50.09,0
3_2_3,21,189.444,46.4,1
3_2_3,22,126.361,43.21,1
3_2_3,23,63.298,31.44,1
3_3_0,0,274.863,25.64,0
3_3_0,1,283.112,25.97,0
3_3_0,2,294.767,24.99,0
3_3_0,3,300.587,26.04,0
3_3_0,4,302.079,27.94,0
3_3_0,5,291.498,38.92,1
3_3_0,6,281.774,45.52,1
3_3_0,7,292.128,47.97,0
3_3_0,8,283.283,47.43,0
3_3_0,9,269.547,47.98,0
3_3_0,10,273.517,48.43,0
3_3_0,11,278.761,46.96,0
3_3_0,12,299.568,48.34,1
3_3_0,13,299.153,49.91,0
3_3_0,14,279.76,50.0,1
3_3_0,15,290.182,51.27,1
3_3_0,16,284.228,60.71,0
3_3_0,17,268.94,62.89,1
3_3_0,18,250.362,52.3,1
3_3_0,19,228.329,47.56,0
3_3_0,20,212.929,43.3,0
3_3_0,21,189.444,41.21,1
3_3_0,22,126.361,39.57,1
3_3_0,23,63.298,40.4,1
3_3_1,0,274.863,25.64,1
3_3_1,1,283.112,25.97,1
3_3_1,2,294.767,24.99,1
3_3_1,3,300.587,26.04,1
3_3_1,4,302.079,27.94,1
3_3_1,5,291.498,38.92,1
3_3_1,6,281.774,45.52,0
3_3_1,7,292.128,47.97,1
3_3_1,8,283.283,47.43,1
3_3_1,9,269.547,47.98,0
3_3_1,10,273.517,48.43,1
3_3_1,11,278.761,46.96,0
3_3_1,12,299.568,48.34,1
3_3_1,13,299.153,49.91,1
3_3_1,14,279.76,50.0,1
3_3_1,15,290.182,51.27,0
3_3_1,16,284.228,60.71,1
3_3_1,17,268.94,62.89,1
3_3_1,18,250.362,52.3,0
3_3_1,19,228.329,47.56,0
3_3_1,20,212.929,43.3,1
3_3_1,21,189.444,41.21,0
3_3_1,22,126.361,39.57,0
3_3_1,23,63.298,40.4,1
3_3_2,0,274.863,25.64,0
3_3_2,1,283.112,25.97,1
3_3_2,2,294.767,24.99,0
3_3_2,3,300.587,26.04,1
3_3_2,4,302.079,27.94,0
3_3_2,5,291.498,38.92,1
3_3_2,6,281.774,45.52,0
3_3_2,7,292.128,47.97,1
3_3_2,8,283.283,47.43,0
3_3_2,9,269.547,47.98,1
3_3_2,10,273.517,48.43,1
3_3_2,11,278.761,46.96,1
