scenario_id,hour,wind_mw,da_price,si
10_11_3,10,77.285,11.56,1
10_11_3,11,88.609,11.22,1
10_11_3,12,109.384,11.07,1
10_11_3,13,146.887,4.92,1
10_11_3,14,199.066,4.96,0
10_11_3,15,245.545,11.61,1
10_11_3,16,274.863,36.27,1
10_11_3,17,269.246,36.17,1
10_11_3,18,259.65,25.97,0
10_11_3,19,288.861,16.96,0
10_11_3,20,319.618,0.09,0
10_11_3,21,322.031,12.91,1
10_11_3,22,309.413,0.09,1
10_11_3,23,311.159,22.88,1
10_12_0,0,68.586,30.94,0
10_12_0,1,77.416,30.77,0
10_12_0,2,89.352,32.07,0
10_12_0,3,102.039,34.37,0
10_12_0,4,82.685,36.64,0
10_12_0,5,48.93,41.93,1
10_12_0,6,40.466,40.64,1
10_12_0,7,43.523,38.34,0
10_12_0,8,50.618,36.7,0
10_12_0,9,64.1,36.59,0
10_12_0,10,77.285,36.53,0
10_12_0,11,88.609,36.3,0
10_12_0,12,109.384,36.11,1
10_12_0,13,146.887,36.05,0
10_12_0,14,199.066,36.02,1
10_12_0,15,245.545,36.69,1
10_12_0,16,274.863,42.47,0
10_12_0,17,269.246,55.36,1
10_12_0,18,259.65,51.81,1
10_12_0,19,288.861,45.41,0
10_12_0,20,319.618,38.48,0
10_12_0,21,322.031,33.95,1
10_12_0,22,309.413,31.02,1
10_12_0,23,311.159,30.17,1
10_12_1,0,68.586,30.94,1
10_12_1,1,77.416,30.77,1
10_12_1,2,89.352,32.07,1
10_12_1,3,102.039,34.37,1
10_12_1,4,82.685,36.64,1
10_12_1,5,48.93,41.93,1
10_12_1,6,40.466,40.64,0
10_12_1,7,43.523,38.34,1
10_12_1,8,50.618,36.7,1
10_12_1,9,64.1,36.59,0
10_12_1,10,77.285,36.53,1
10_12_1,11,88.609,36.3,0
10_12_1,12,109.384,36.11,1
10_12_1,13,146.887,36.05,1
10_12_1,14,199.066,36.02,1
10_12_1,15,245.545,36.69,0
10_12_1,16,274.863,42.47,1
10_12_1,17,269.246,55.36,1
10_12_1,18,259.65,51.81,0
10_12_1,19,288.861,45.41,0
10_12_1,20,319.618,38.48,1
10_12_1,21,322.031,33.95,0
10_12_1,22,309.413,31.02,0
10_12_1,23,311.159,30.17,1
10_12_2,0,68.586,30.94,0
10_12_2,1,77.416,30.77,1
10_12_2,2,89.352,32.07,0
10_12_2,3,102.039,34.37,1
10_12_2,4,82.685,36.64,0
10_12_2,5,48.93,41.93,1
10_12_2,6,40.466,40.64,0
10_12_2,7,43.523,38.34,1
10_12_2,8,50.618,36.7,0
10_12_2,9,64.1,36.59,1
10_12_2,10,77.285,36.53,1
10_12_2,11,88.609,36.3,1
10_12_2,12,109.384,36.11,1
10_12_2,13,146.887,36.05,0
10_12_2,14,199.066,36.02,1
10_12_2,15,245.545,36.69,0
10_12_2,16,274.863,42.47,0
10_12_2,17,269.246,55.36,0
10_12_2,18,259.65,51.81,1
10_12_2,19,288.861,45.41,1
10_12_2,20,319.618,38.48,0
10_12_2,21,322.031,33.95,1
10_12_2,22,309.413,31.02,0
10_12_2,23,311.159,30.17,0
10_12_3,0,68.586,30.94,0
10_12_3,1,77.416,30.77,0
10_12_3,2,89.352,32.07,0
10_12_3,3,102.039,34.37,1
10_12_3,4,82.685,36.64,1
10_12_3,5,48.93,41.93,0
10_12_3,6,40.466,40.64,0
10_12_3,7,43.523,38.34,0
10_12_3,8,50.618,36.7,1
10_12_3,9,64.1,36.59,0
10_12_3,10,77.285,36.53,1
10_12_3,11,88.609,36.3,1
10_12_3,12,109.384,36.11,1
10_12_3,13,146.887,36.05,1
10_12_3,14,199.066,36.02,0
10_12_3,15,245.545,36.69,1
10_12_3,16,274.863,42.47,1
10_12_3,17,269.246,55.36,1
10_12_3,18,259.65,51.81,0
10_12_3,19,288.861,45.41,0
10_12_3,20,319.618,38.48,0
10_12_3,21,322.031,33.95,1
10_12_3,22,309.413,31.02,1
10_12_3,23,311.159,30.17,1
10_13_0,0,68.586,37.02,0
10_13_0,1,77.416,37.0,0
10_13_0,2,89.352,36.37,0
10_13_0,3,102.039,36.06,0
10_13_0,4,82.685,40.07,0
10_13_0,5,48.93,42.8,1
10_13_0,6,40.466,64.1,1
10_13_0,7,43.523,55.59,0
10_13_0,8,50.618,50.72,0
10_13_0,9,64.1,45.18,0
10_13_0,10,77.285,41.85,0
10_13_0,11,88.609,41.07,0
10_13_0,12,109.384,40.82,1
10_13_0,13,146.887,41.04,0
10_13_0,14,199.066,41.97,1
10_13_0,15,245.545,43.26,1
10_13_0,16,274.863,49.92,0
10_13_0,17,269.246,51.07,1
10_13_0,18,259.65,43.18,1
10_13_0,19,288.861,41.95,0
10_13_0,20,319.618,42.18,0
10_13_0,21,322.031,41.69,1
10_13_0,22,309.413,40.4,1
10_13_0,23,311.159,37.1,1
10_13_1,0,68.586,37.02,1
10_13_1,1,77.416,37.0,1
10_13_1,2,89.352,36.37,1
10_13_1,3,102.039,36.06,1
10_13_1,4,82.685,40.07,1
10_13_1,5,48.93,42.8,1
10_13_1,6,40.466,64.1,0
10_13_1,7,43.523,55.59,1
10_13_1,8,50.618,50.72,1
10_13_1,9,64.1,45.18,0
10_13_1,10,77.285,41.85,1
10_13_1,11,88.609,41.07,0
10_13_1,12,109.384,40.82,1
10_13_1,13,146.887,41.04,1
10_13_1,14,199.066,41.97,1
10_13_1,15,245.545,43.26,0
10_13_1,16,274.863,49.92,1
10_13_1,17,269.246,51.07,1
10_13_1,18,259.65,43.18,0
10_13_1,19,288.861,41.95,0
10_13_1,20,319.618,42.18,1
10_13_1,21,322.031,41.69,0
10_13_1,22,309.413,40.4,0
10_13_1,23,311.159,37.1,1
10_13_2,0,68.586,37.02,0
10_13_2,1,77.416,37.0,1
10_13_2,2,89.352,36.37,0
10_13_2,3,102.039,36.06,1
10_13_2,4,82.685,40.07,0
10_13_2,5,48.93,42.8,1
10_13_2,6,40.466,64.1,0
10_13_2,7,43.523,55.59,1
10_13_2,8,50.618,50.72,0
10_13_2,9,64.1,45.18,1
10_13_2,10,77.285,41.85,1
10_13_2,11,88.609,41.07,1
10_13_2,12,109.384,40.82,1
10_13_2,13,146.887,41.04,0
10_13_2,14,199.066,41.97,1
10_13_2,15,245.545,43.26,0
10_13_2,16,274.863,49.92,0
10_13_2,17,269.246,51.07,0
10_13_2,18,259.65,43.18,1
10_13_2,19,288.861,41.95,1
10_13_2,20,319.618,42.18,0
10_13_2,21,322.031,41.69,1
10_13_2,22,309.413,40.4,0
10_13_2,23,311.159,37.1,0
10_13_3,0,68.586,37.02,0
10_13_3,1,77.416,37.0,0
10_13_3,2,89.352,36.37,0
10_13_3,3,102.039,36.06,1
10_13_3,4,82.685,40.07,1
10_13_3,5,48.93,42.8,0
10_13_3,6,40.466,64.1,0
10_13_3,7,43.523,55.59,0
10_13_3,8,50.618,50.72,1
10_13_3,9,64.1,45.18,0
10_13_3,10,77.285,41.85,1
10_13_3,11,88.609,41.07,1
10_13_3,12,109.384,40.82,1
10_13_3,13,146.887,41.04,1
10_13_3,14,199.066,41.97,0
10_13_3,15,245.545,43.26,1
10_13_3,16,274.863,49.92,1
10_13_3,17,269.246,51.07,1
10_13_3,18,259.65,43.18,0
10_13_3,19,288.861,41.95,0
10_13_3,20,319.618,42.18,0
10_13_3,21,322.031,41.69,1
10_13_3,22,309.413,40.4,1
10_13_3,23,311.159,37.1,1
10_14_0,0,68.586,35.0,0
10_14_0,1,77.416,34.03,0
10_14_0,2,89.352,34.3,0
10_14_0,3,102.039,34.03,0
10_14_0,4,82.685,33.37,0
10_14_0,5,48.93,34.04,1
10_14_0,6,40.466,36.23,1
10_14_0,7,43.523,36.8,0
10_14_0,8,50.618,37.18,0
10_14_0,9,64.1,37.88,0
10_14_0,10,77.285,37.4,0
10_14_0,11,88.609,36.83,0
10_14_0,12,109.384,36.25,1
10_14_0,13,146.887,35.85,0
10_14_0,14,199.066,36.22,1
10_14_0,15,245.545,37.13,1
10_14_0,16,274.863,38.91,0
10_14_0,17,269.246,41.65,1
10_14_0,18,259.65,42.34,1
10_14_0,19,288.861,41.71,0
10_14_0,20,319.618,43.33,0
10_14_0,21,322.031,38.94,1
10_14_0,22,309.413,37.3,1
10_14_0,23,311.159,35.0,1
10_14_1,0,68.586,35.0,1
10_14_1,1,77.416,34.03,1
10_14_1,2,89.352,34.3,1
10_14_1,3,102.039,34.03,1
10_14_1,4,82.685,33.37,1
10_14_1,5,48.93,34.04,1
10_14_1,6,40.466,36.23,0
10_14_1,7,43.523,36.8,1
10_14_1,8,50.618,37.18,1
10_14_1,9,64.1,37.88,0
10_14_1,10,77.285,37.4,1
10_14_1,11,88.609,36.83,0
10_14_1,12,109.384,36.25,1
10_14_1,13,146.887,35.85,1
10_14_1,14,199.066,36.22,1
10_14_1,15,245.545,37.13,0
10_14_1,16,274.863,38.91,1
10_14_1,17,269.246,41.65,1
10_14_1,18,259.65,42.34,0
10_14_1,19,288.861,41.71,0
10_14_1,20,319.618,43.33,1
10_14_1,21,322.031,38.94,0
10_14_1,22,309.413,37.3,0
10_14_1,23,311.159,35.0,1
10_14_2,0,68.586,35.0,0
10_14_2,1,77.416,34.03,1
10_14_2,2,89.352,34.3,0
10_14_2,3,102.039,34.03,1
10_14_2,4,82.685,33.37,0
10_14_2,5,48.93,34.04,1
10_14_2,6,40.466,36.23,0
10_14_2,7,43.523,36.8,1
10_14_2,8,50.618,37.18,0
10_14_2,9,64.1,37.88,1
10_14_2,10,77.285,37.4,1
10_14_2,11,88.609,36.83,1
10_14_2,12,109.384,36.25,1
10_14_2,13,146.887,35.85,0
10_14_2,14,199.066,36.22,1
10_14_2,15,245.545,37.13,0
10_14_2,16,274.863,38.91,0
10_14_2,17,269.246,41.65,0
10_14_2,18,259.65,42.34,1
10_14_2,19,288.861,41.71,1
10_14_2,20,319.618,43.33,0
10_14_2,21,322.031,38.94,1
10_14_2,22,309.413,37.3,0
10_14_2,23,311.159,35.0,0
10_14_3,0,68.586,35.0,0
10_14_3,1,77.416,34.03,0
10_14_3,2,89.352,34.3,0
10_14_3,3,102.039,34.03,1
10_14_3,4,82.685,33.37,1
10_14_3,5,48.93,34.04,0
10_14_3,6,40.466,36.23,0
10_14_3,7,43.523,36.8,0
10_14_3,8,50.618,37.18,1
10_14_3,9,64.1,37.88,0
10_14_3,10,77.285,37.4,1
10_14_3,11,88.609,36.83,1
10_14_3,12,109.384,36.25,1
10_14_3,13,146.887,35.85,1
10_14_3,14,199.066,36.22,0
10_14_3,15,245.545,37.13,1
10_14_3,16,274.863,38.91,1
10_14_3,17,269.246,41.65,1
10_14_3,18,259.65,42.34,0
10_14_3,19,288.861,41.71,0
10_14_3,20,319.618,43.33,0
10_14_3,21,322.031,38.94,1
10_14_3,22,309.413,37.3,1
10_14_3,23,311.159,35.0,1
10_15_0,0,68.586,36.81,0
10_15_0,1,77.416,35.61,0
10_15_0,2,89.352,34.36,0
10_15_0,3,102.039,34.03,0
10_15_0,4,82.685,35.0,0
10_15_0,5,48.93,35.9,1
10_15_0,6,40.466,36.79,1
10_15_0,7,43.523,36.8,0
10_15_0,8,50.618,36.22,0
10_15_0,9,64.1,36.01,0
10_15_0,10,77.285,35.31,0
10_15_0,11,88.609,34.93,0
10_15_0,12,109.384,34.68,1
10_15_0,13,146.887,34.24,0
10_15_0,14,199.066,34.22,1
10_15_0,15,245.545,35.6,1
10_15_0,16,274.863,36.92,0
10_15_0,17,269.246,38.38,1
10_15_0,18,259.65,37.53,1
10_15_0,19,288.861,37.46,0
10_15_0,20,319.618,37.95,0
10_15_0,21,322.031,37.29,1
10_15_0,22,309.413,35.35,1
10_15_0,23,311.159,33.47,1
10_15_1,0,68.586,36.81,1
10_15_1,1,77.416,35.61,1
10_15_1,2,89.352,34.36,1
10_15_1,3,102.039,34.03,1
10_15_1,4,82.685,35.0,1
10_15_1,5,48.93,35.9,1
10_15_1,6,40.466,36.79,0
10_15_1,7,43.523,36.8,1
10_15_1,8,50.618,36.22,1
10_15_1,9,64.1,36.01,0
10_15_1,10,77.285,35.31,1
10_15_1,11,88.609,34.93,0
10_15_1,12,109.384,34.68,1
10_15_1,13,146.887,34.24,1
10_15_1,14,199.066,34.22,1
10_15_1,15,245.545,35.6,0
10_15_1,16,274.863,36.92,1
10_15_1,17,269.246,38.38,1
10_15_1,18,259.65,37.53,0
10_15_1,19,288.861,37.46,0
10_15_1,20,319.618,37.95,1
10_15_1,21,322.031,37.29,0
10_15_1,22,309.413,35.35,0
10_15_1,23,311.159,33.47,1
10_15_2,0,68.586,36.81,0
10_15_2,1,77.416,35.61,1
10_15_2,2,89.352,34.36,0
10_15_2,3,102.039,34.03,1
10_15_2,4,82.685,35.0,0
10_15_2,5,48.93,35.9,1
10_15_2,6,40.466,36.79,0
10_15_2,7,43.523,36.8,1
10_15_2,8,50.618,36.22,0
10_15_2,9,64.1,36.01,1
10_15_2,10,77.285,35.31,1
10_15_2,11,88.609,34.93,1
10_15_2,12,109.384,34.68,1
10_15_2,13,146.887,34.24,0
10_15_2,14,199.066,34.22,1
10_15_2,15,245.545,35.6,0
10_15_2,16,274.863,36.92,0
10_15_2,17,269.246,38.38,0
10_15_2,18,259.65,37.53,1
10_15_2,19,288.861,37.46,1
10_15_2,20,319.618,37.95,0
10_15_2,21,322.031,37.29,1
10_15_2,22,309.413,35.35,0
10_15_2,23,311.159,33.47,0
10_15_3,0,68.586,36.81,0
10_15_3,1,77.416,35.61,0
10_15_3,2,89.352,34.36,0
10_15_3,3,102.039,34.03,1
10_15_3,4,82.685,35.0,1
10_15_3,5,48.93,35.9,0
10_15_3,6,40.466,36.79,0
10_15_3,7,43.523,36.8,0
10_15_3,8,50.618,36.22,1
10_15_3,9,64.1,36.01,0
10_15_3,10,77.285,35.31,1
10_15_3,11,88.609,34.93,1
10_15_3,12,109.384,34.68,1
10_15_3,13,146.887,34.24,1
10_15_3,14,199.066,34.22,0
10_15_3,15,245.545,35.6,1
10_15_3,16,274.863,36.92,1
10_15_3,17,269.246,38.38,1
10_15_3,18,259.65,37.53,0
10_15_3,19,288.861,37.46,0
10_15_3,20,319.618,37.95,0
10_15_3,21,322.031,37.29,1
10_15_3,22,309.413,35.35,1
10_15_3,23,311.159,33.47,1
10_16_0,0,68.586,26.7,0
10_16_0,1,77.416,27.0,0
10_16_0,2,89.352,27.26,0
10_16_0,3,102.039,27.9,0
10_16_0,4,82.685,28.81,0
10_16_0,5,48.93,40.52,1
10_16_0,6,40.466,41.95,1
10_16_0,7,43.523,41.77,0
10_16_0,8,50.618,36.49,0
10_16_0,9,64.1,32.54,0
10_16_0,10,77.285,31.28,0
10_16_0,11,88.609,30.04,0
10_16_0,12,109.384,28.72,1
10_16_0,13,146.887,28.71,0
10_16_0,14,199.066,30.88,1
10_16_0,15,245.545,34.6,1
10_16_0,16,274.863,42.96,0
10_16_0,17,269.246,50.85,1
10_16_0,18,259.65,47.99,1
10_16_0,19,288.861,44.05,0
10_16_0,20,319.618,40.95,0
10_16_0,21,322.031,28.34,1
10_16_0,22,309.413,27.46,1
10_16_0,23,311.159,24.31,1
10_16_1,0,68.586,26.7,1
10_16_1,1,77.416,27.0,1
10_16_1,2,89.352,27.26,1
10_16_1,3,102.039,27.9,1
10_16_1,4,82.685,28.81,1
10_16_1,5,48.93,40.52,1
10_16_1,6,40.466,41.95,0
10_16_1,7,43.523,41.77,1
10_16_1,8,50.618,36.49,1
10_16_1,9,64.1,32.54,0
10_16_1,10,77.285,31.28,1
10_16_1,11,88.609,30.04,0
10_16_1,12,109.384,28.72,1
10_16_1,13,146.887,28.71,1
10_16_1,14,199.066,30.88,1
10_16_1,15,245.545,34.6,0
10_16_1,16,274.863,42.96,1
10_16_1,17,269.246,50.85,1
10_16_1,18,259.65,47.99,0
10_16_1,19,288.861,44.05,0
10_16_1,20,319.618,40.95,1
10_16_1,21,322.031,28.34,0
10_16_1,22,309.413,27.46,0
10_16_1,23,311.159,24.31,1
10_16_2,0,68.586,26.7,0
10_16_2,1,77.416,27.0,1
10_16_2,2,89.352,27.26,0
10_16_2,3,102.039,27.9,1
10_16_2,4,82.685,28.81,0
10_16_2,5,48.93,40.52,1
10_16_2,6,40.466,41.95,0
10_16_2,7,43.523,41.77,1
10_16_2,8,50.618,36.49,0
10_16_2,9,64.1,32.54,1
10_16_2,10,77.285,31.28,1
10_16_2,11,88.609,30.04,1
10_16_2,12,109.384,28.72,1
10_16_2,13,146.887,28.71,0
10_16_2,14,199.066,30.88,1
10_16_2,15,245.545,34.6,0
10_16_2,16,274.863,42.96,0
10_16_2,17,269.246,50.85,0
10_16_2,18,259.65,47.99,1
10_16_2,19,288.861,44.05,1
10_16_2,20,319.618,40.95,0
10_16_2,21,322.031,28.34,1
10_16_2,22,309.413,27.46,0
10_16_2,23,311.159,24.31,0
10_16_3,0,68.586,26.7,0
10_16_3,1,77.416,27.0,0
10_16_3,2,89.352,27.26,0
10_16_3,3,102.039,27.9,1
10_16_3,4,82.685,28.81,1
10_16_3,5,48.93,40.52,0
10_16_3,6,40.466,41.95,0
10_16_3,7,43.523,41.77,0
10_16_3,8,50.618,36.49,1
10_16_3,9,64.1,32.54,0
10_16_3,10,77.285,31.28,1
10_16_3,11,88.609,30.04,1
10_16_3,12,109.384,28.72,1
10_16_3,13,146.887,28.71,1
10_16_3,14,199.066,30.88,0
10_16_3,15,245.545,34.6,1
10_16_3,16,274.863,42.96,1
10_16_3,17,269.246,50.85,1
10_16_3,18,259.65,47.99,0
10_16_3,19,288.861,44.05,0
10_16_3,20,319.618,40.95,0
10_16_3,21,322.031,28.34,1
10_16_3,22,309.413,27.46,1
10_16_3,23,311.159,24.31,1
10_17_0,0,68.586,28.43,0
10_17_0,1,77.416,28.27,0
10_17_0,2,89.352,29.68,0
10_17_0,3,102.039,32.64,0
10_17_0,4,82.685,36.64,0
10_17_0,5,48.93,49.42,1
10_17_0,6,40.466,45.84,1
10_17_0,7,43.523,37.77,0
10_17_0,8,50.618,36.54,0
10_17_0,9,64.1,35.92,0
10_17_0,10,77.285,35.34,0
10_17_0,11,88.609,35.16,0
10_17_0,12,109.384,35.01,1
10_17_0,13,146.887,34.91,0
10_17_0,14,199.066,34.98,1
10_17_0,15,245.545,38.53,1
10_17_0,16,274.863,49.26,0
10_17_0,17,269.246,65.18,1
10_17_0,18,259.65,67.93,1
10_17_0,19,288.861,52.74,0
10_17_0,20,319.618,39.97,0
10_17_0,21,322.031,35.95,1
10_17_0,22,309.413,33.01,1
10_17_0,23,311.159,31.45,1
10_17_1,0,68.586,28.43,1
10_17_1,1,77.416,28.27,1
10_17_1,2,89.352,29.68,1
10_17_1,3,102.039,32.64,1
10_17_1,4,82.685,36.64,1
10_17_1,5,48.93,49.42,1
10_17_1,6,40.466,45.84,0
10_17_1,7,43.523,37.77,1
10_17_1,8,50.618,36.54,1
10_17_1,9,64.1,35.92,0
10_17_1,10,77.285,35.34,1
10_17_1,11,88.609,35.16,0
10_17_1,12,109.384,35.01,1
10_17_1,13,146.887,34.91,1
10_17_1,14,199.066,34.98,1
10_17_1,15,245.545,38.53,0
10_17_1,16,274.863,49.26,1
10_17_1,17,269.246,65.18,1
10_17_1,18,259.65,67.93,0
10_17_1,19,288.861,52.74,0
10_17_1,20,319.618,39.97,1
10_17_1,21,322.031,35.95,0
10_17_1,22,309.413,33.01,0
10_17_1,23,311.159,31.45,1
10_17_2,0,68.586,28.43,0
10_17_2,1,77.416,28.27,1
10_17_2,2,89.352,29.68,0
10_17_2,3,102.039,32.64,1
10_17_2,4,82.685,36.64,0
10_17_2,5,48.93,49.42,1
10_17_2,6,40.466,45.84,0
10_17_2,7,43.523,37.77,1
10_17_2,8,50.618,36.54,0
10_17_2,9,64.1,35.92,1
10_17_2,10,77.285,35.34,1
10_17_2,11,88.609,35.16,1
10_17_2,12,109.384,35.01,1
10_17_2,13,146.887,34.91,0
10_17_2,14,199.066,34.98,1
10_17_2,15,245.545,38.53,0
10_17_2,16,274.863,49.26,0
10_17_2,17,269.246,65.18,0
10_17_2,18,259.65,67.93,1
10_17_2,19,288.861,52.74,1
10_17_2,20,319.618,39.97,0
10_17_2,21,322.031,35.95,1
10_17_2,22,309.413,33.01,0
10_17_2,23,311.159,31.45,0
10_17_3,0,68.586,28.43,0
10_17_3,1,77.416,28.27,0
10_17_3,2,89.352,29.68,0
10_17_3,3,102.039,32.64,1
10_17_3,4,82.685,36.64,1
10_17_3,5,48.93,49.42,0
10_17_3,6,40.466,45.84,0
10_17_3,7,43.523,37.77,0
10_17_3,8,50.618,36.54,1
10_17_3,9,64.1,35.92,0
10_17_3,10,77.285,35.34,1
10_17_3,11,88.609,35.16,1
10_17_3,12,109.384,35.01,1
10_17_3,13,146.887,34.91,1
10_17_3,14,199.066,34.98,0
10_17_3,15,245.545,38.53,1
10_17_3,16,274.863,49.26,1
10_17_3,17,269.246,65.18,1
10_17_3,18,259.65,67.93,0
10_17_3,19,288.861,52.74,0
10_17_3,20,319.618,39.97,0
10_17_3,21,322.031,35.95,1
10_17_3,22,309.413,33.01,1
10_17_3,23,311.159,31.45,1
10_18_0,0,68.586,36.3,0
10_18_0,1,77.416,36.02,0
10_18_0,2,89.352,35.4,0
10_18_0,3,102.039,36.75,0
10_18_0,4,82.685,40.65,0
10_18_0,5,48.93,50.0,1
10_18_0,6,40.466,60.42,1
10_18_0,7,43.523,58.37,0
10_18_0,8,50.618,58.42,0
10_18_0,9,64.1,57.3,0
10_18_0,10,77.285,58.26,0
10_18_0,11,88.609,58.77,0
10_18_0,12,109.384,58.6,1
10_18_0,13,146.887,57.05,0
10_18_0,14,199.066,59.23,1
10_18_0,15,245.545,58.4,1
10_18_0,16,274.863,63.45,0
10_18_0,17,269.246,59.36,1
10_18_0,18,259.65,58.07,1
10_18_0,19,288.861,53.93,0
10_18_0,20,319.618,50.17,0
10_18_0,21,322.031,46.36,1
10_18_0,22,309.413,41.58,1
10_18_0,23,311.159,39.07,1
10_18_1,0,68.586,36.3,1
10_18_1,1,77.416,36.02,1
10_18_1,2,89.352,35.4,1
10_18_1,3,102.039,36.75,1
10_18_1,4,82.685,40.65,1
10_18_1,5,48.93,50.0,1
10_18_1,6,40.466,60.42,0
10_18_1,7,43.523,58.37,1
10_18_1,8,50.618,58.42,1
10_18_1,9,64.1,57.3,0
10_18_1,10,77.285,58.26,1
10_18_1,11,88.609,58.77,0
10_18_1,12,109.384,58.6,1
10_18_1,13,146.887,57.05,1
10_18_1,14,199.066,59.23,1
10_18_1,15,245.545,58.4,0
10_18_1,16,274.863,63.45,1
10_18_1,17,269.246,59.36,1
10_18_1,18,259.65,58.07,0
10_18_1,19,288.861,53.93,0
10_18_1,20,319.618,50.17,1
10_18_1,21,322.031,46.36,0
10_18_1,22,309.413,41.58,0
10_18_1,23,311.159,39.07,1
10_18_2,0,68.586,36.3,0
10_18_2,1,77.416,36.02,1
10_18_2,2,89.352,35.4,0
10_18_2,3,102.039,36.75,1
10_18_2,4,82.685,40.65,0
10_18_2,5,48.93,50.0,1
10_18_2,6,40.466,60.42,0
10_18_2,7,43.523,58.37,1
10_18_2,8,50.618,58.42,0
10_18_2,9,64.1,57.3,1
10_18_2,10,77.285,58.26,1
10_18_2,11,88.609,58.77,1
10_18_2,12,109.384,58.6,1
10_18_2,13,146.887,57.05,0
10_18_2,14,199.066,59.23,1
10_18_2,15,245.545,58.4,0
10_18_2,16,274.863,63.45,0
10_18_2,17,269.246,59.36,0
10_18_2,18,259.65,58.07,1
10_18_2,19,288.861,53.93,1
10_18_2,20,319.618,50.17,0
10_18_2,21,322.031,46.36,1
10_18_2,22,309.413,41.58,0
10_18_2,23,311.159,39.07,0
10_18_3,0,68.586,36.3,0
10_18_3,1,77.416,36.02,0
10_18_3,2,89.352,35.4,0
10_18_3,3,102.039,36.75,1
10_18_3,4,82.685,40.65,1
10_18_3,5,48.93,50.0,0
10_18_3,6,40.466,60.42,0
10_18_3,7,43.523,58.37,0
10_18_3,8,50.618,58.42,1
10_18_3,9,64.1,57.3,0
10_18_3,10,77.285,58.26,1
10_18_3,11,88.609,58.77,1
10_18_3,12,109.384,58.6,1
10_18_3,13,146.887,57.05,1
10_18_3,14,199.066,59.23,0
10_18_3,15,245.545,58.4,1
10_18_3,16,274.863,63.45,1
10_18_3,17,269.246,59.36,1
10_18_3,18,259.65,58.07,0
10_18_3,19,288.861,53.93,0
10_18_3,20,319.618,50.17,0
10_18_3,21,322.031,46.36,1
10_18_3,22,309.413,41.58,1
10_18_3,23,311.159,39.07,1
10_19_0,0,68.586,43.41,0
10_19_0,1,77.416,43.09,0
10_19_0,2,89.352,43.32,0
10_19_0,3,102.039,43.3,0
10_19_0,4,82.685,43.88,0
10_19_0,5,48.93,44.99,1
10_19_0,6,40.466,46.14,1
10_19_0,7,43.523,45.9,0
10_19_0,8,50.618,44.65,0
10_19_0,9,64.1,44.04,0
10_19_0,10,77.285,43.82,0
10_19_0,11,88.609,43.45,0
10_19_0,12,109.384,43.18,1
10_19_0,13,146.887,42.96,0
10_19_0,14,199.066,43.02,1
10_19_0,15,245.545,43.46,1
10_19_0,16,274.863,44.13,0
10_19_0,17,269.246,44.99,1
10_19_0,18,259.65,45.27,1
10_19_0,19,288.861,44.11,0
10_19_0,20,319.618,42.96,0
10_19_0,21,322.031,41.47,1
10_19_0,22,309.413,40.25,1
10_19_0,23,311.159,38.07,1
10_19_1,0,68.586,43.41,1
10_19_1,1,77.416,43.09,1
10_19_1,2,89.352,43.32,1
10_19_1,3,102.039,43.3,1
10_19_1,4,82.685,43.88,1
10_19_1,5,48.93,44.99,1
10_19_1,6,40.466,46.14,0
10_19_1,7,43.523,45.9,1
10_19_1,8,50.618,44.65,1
10_19_1,9,64.1,44.04,0
10_19_1,10,77.285,43.82,1
10_19_1,11,88.609,43.45,0
10_19_1,12,109.384,43.18,1
10_19_1,13,146.887,42.96,1
10_19_1,14,199.066,43.02,1
10_19_1,15,245.545,43.46,0
10_19_1,16,274.863,44.13,1
10_19_1,17,269.246,44.99,1
10_19_1,18,259.65,45.27,0
10_19_1,19,288.861,44.11,0
10_19_1,20,319.618,42.96,1
10_19_1,21,322.031,41.47,0
10_19_1,22,309.413,40.25,0
10_19_1,23,311.159,38.07,1
10_19_2,0,68.586,43.41,0
10_19_2,1,77.416,43.09,1
10_19_2,2,89.352,43.32,0
10_19_2,3,102.039,43.3,1
10_19_2,4,82.685,43.88,0
10_19_2,5,48.93,44.99,1
10_19_2,6,40.466,46.14,0
10_19_2,7,43.523,45.9,1
10_19_2,8,50.618,44.65,0
10_19_2,9,64.1,44.04,1
10_19_2,10,77.285,43.82,1
10_19_2,11,88.609,43.45,1
10_19_2,12,109.384,43.18,1
10_19_2,13,146.887,42.96,0
10_19_2,14,199.066,43.02,1
10_19_2,15,245.545,43.46,0
10_19_2,16,274.863,44.13,0
10_19_2,17,269.246,44.99,0
10_19_2,18,259.65,45.27,1
10_19_2,19,288.861,44.11,1
10_19_2,20,319.618,42.96,0
10_19_2,21,322.031,41.47,1
10_19_2,22,309.413,40.25,0
10_19_2,23,311.159,38.07,0
10_19_3,0,68.586,43.41,0
10_19_3,1,77.416,43.09,0
10_19_3,2,89.352,43.32,0
10_19_3,3,102.039,43.3,1
10_19_3,4,82.685,43.88,1
10_19_3,5,48.93,44.99,0
10_19_3,6,40.466,46.14,0
10_19_3,7,43.523,45.9,0
10_19_3,8,50.618,44.65,1
10_19_3,9,64.1,44.04,0
10_19_3,10,77.285,43.82,1
10_19_3,11,88.609,43.45,1
10_19_3,12,109.384,43.18,1
10_19_3,13,146.887,42.96,1
10_19_3,14,199.066,43.02,0
10_19_3,15,245.545,43.46,1
10_19_3,16,274.863,44.13,1
10_19_3,17,269.246,44.99,1
