beta,expected_profit,cvar,solve_time
0.0,241963.53347039295,7431.912045191636,9.001024800003506
0.02,241956.16601581557,52639.94742026977,11.026969900005497
0.25,241520.35643019198,55747.97350788118,11.533860599971376
0.5,240000.065852479,58309.52326190888,9.7467045999947
0.75,237515.94769469596,59793.58245862734,10.398671999981161
1.0,235552.4905692267,59906.27160992114,8.644825800030958
